OrderTime,InstrumentID,Price,Volume,ApplSeqNum,OrderBSFlag,ADFlag
09:30:10.770,600985,11.95,3000,380488,S,A
09:30:10.770,600985,11.94,10000,380881,S,A
09:30:10.810,600985,11.26,1000,381259,S,A
09:30:10.860,600985,11.2,8800,381423,S,A
09:30:10.890,600985,11.13,4500,381888,B,A
09:30:11.050,600985,11.21,3000,383042,S,A
09:30:11.160,600985,11.05,400,383395,B,A
09:30:11.160,600985,11.8,500,383464,S,A
09:30:11.370,600985,11.14,200,384550,B,A
09:30:11.470,600985,11.44,5000,385367,S,A
09:30:11.620,600985,11.15,1100,386301,S,A
09:30:11.620,600985,11.15,600,386302,S,A
09:30:11.620,600985,11.15,1600,386303,S,A
09:30:11.620,600985,11.15,3100,386304,S,A
09:30:11.620,600985,11.15,1700,386305,S,A
09:30:11.660,600985,11.0,4300,386573,B,A
09:30:11.710,600985,11.14,200,386808,B,A
09:30:11.710,600985,11.15,400,386914,S,A
09:30:11.780,600985,11.15,500,387124,S,A
09:30:11.780,600985,11.15,200,387125,S,A
09:30:11.780,600985,11.15,1400,387126,S,A
09:30:11.780,600985,11.15,200,387127,S,A
09:30:11.780,600985,11.15,300,387128,S,A
09:30:11.780,600985,11.15,300,387129,S,A
09:30:11.780,600985,11.15,300,387130,S,A
09:30:11.780,600985,11.15,900,387131,S,A
09:30:11.780,600985,11.15,100,387132,S,A
09:30:11.780,600985,11.15,300,387133,S,A
09:30:11.810,600985,11.13,1000,387321,B,A
09:30:11.810,600985,11.15,300,387438,S,A
09:30:11.810,600985,11.15,300,387439,S,A
09:30:11.810,600985,11.11,10000,387466,B,A
09:30:11.920,600985,11.25,1500,388155,S,A
09:30:11.970,600985,10.92,900,388426,B,A
09:30:11.970,600985,12.0,1200,388481,S,A
09:30:12.050,600985,11.14,5000,388709,B,A
09:30:12.090,600985,11.12,4500,388859,B,A
09:30:12.230,600985,11.15,15600,389846,S,A
09:30:12.230,600985,11.45,1200,390138,S,A
09:30:12.230,600985,11.39,700,390178,S,A
09:30:12.310,600985,11.12,800,390564,B,A
09:30:12.310,600985,11.66,10000,390577,S,A
09:30:12.310,600985,11.15,1200,390617,S,A
09:30:12.310,600985,11.15,2900,390620,S,A
09:30:12.460,600985,11.01,2000,391992,B,A
09:30:12.510,600985,11.02,2000,392448,B,A
